d1a04a1	d7e92a_	0.277381	55	16.920422	9	0.393301	34	3.01	0.029	0.26684	3.54	67	95	1	48	4.32	60	2.73	14.38	78.81	75	15	0.2985	0.6316	1
d1a04a1	d2hqra2	0.389980	63	5.440149	8	0.616984	57	2.85	0.070	0.38548	3.78	67	106	0	40	2.88	51	3.10	2.88	80.82	67	16	0.2590	0.4811	1
d1a04a1	d2m87a_	0.395330	64	5.418193	10	0.607747	57	2.93	0.140	0.39153	3.72	67	103	0	40	2.43	56	3.11	2.43	83.74	74	18	0.2908	0.5437	1
d1a04a1	d2ff4a1	0.473749	58	2.344739	10	0.671733	58	2.32	0.121	0.47372	3.54	67	95	0	48	3.35	59	2.88	3.35	87.82	80	21	0.3327	0.6211	1
d1a04a1	d2jpca_	0.630163	59	3.993108	1	0.692146	56	2.02	0.321	0.68933	2.64	67	61	0	56	2.02	55	1.71	2.02	145.67	55	0	0.8671	0.9016	1
d1a04a1	d2d1va_	0.450543	61	3.062428	12	0.692626	60	2.72	0.200	0.44934	3.72	67	103	0	40	1.49	60	2.79	1.49	99.81	81	21	0.3466	0.5825	1
d1a04a1	d2pmua_	0.461547	60	3.578875	12	0.675098	59	2.86	0.153	0.45934	3.61	67	98	0	40	1.54	60	3.15	1.54	97.81	78	18	0.3396	0.6122	1
d1a04a1	d1lq1a_	0.456280	64	3.777122	8	0.728685	61	2.56	0.180	0.45366	3.80	67	107	0	56	2.69	63	3.12	2.69	118.81	93	30	0.3808	0.5888	1
d1a04a1	d2hwva1	0.474848	62	3.218786	12	0.701642	60	2.63	0.200	0.47365	3.63	67	99	0	48	2.75	60	2.74	2.75	101.86	81	21	0.3537	0.6061	1
d1a04a1	d1rp3a2	0.300013	40	6.908007	10	0.317924	50	1.18	0.280	0.62313	2.94	67	71	0	48	1.08	53	2.95	1.08	142.63	54	1	0.7429	0.7465	0
d1a04a1	d1xsva_	0.448439	66	8.218054	3	0.696085	51	1.87	0.157	0.44045	3.74	67	104	0	48	1.01	49	1.15	1.01	142.08	50	1	0.4933	0.4712	0
d1a04a1	d1or7a1	0.659428	54	4.104787	6	0.669270	50	1.16	0.200	0.65448	2.86	67	68	0	48	1.09	50	1.16	1.09	133.79	53	3	0.6968	0.7353	0
d1a04a1	d1s7oa_	0.402045	63	6.819981	5	0.636071	51	2.38	0.157	0.39356	3.78	67	106	0	48	1.89	49	1.92	5.57	131.62	50	1	0.4219	0.4623	0
d1a04a1	d4dqqa2	0.140271	67	3.647358	12	0.854186	63	3.03	0.111	0.13666	7.28	67	408	1	56	1.54	65	1.94	9.46	130.00	124	59	0.1083	0.1593	0
d1a04a1	d4eb5c_	0.263052	64	8.152597	10	0.541808	53	3.89	0.038	0.25503	4.37	67	138	1	48	2.92	55	2.93	8.49	93.97	78	23	0.2303	0.3986	0
d1a04a1	d7bpkc_	0.235090	57	6.872266	11	0.445618	46	4.53	0.065	0.20596	4.18	67	127	0	8	0.63	8	0.63	0.63	23.40	8	0	0.0650	0.0630	0
d1a04a1	d3a4ua_	0.151231	65	6.475076	12	0.514638	43	4.42	0.023	0.13166	5.61	67	228	0	16	3.54	19	4.85	3.54	24.96	19	0	0.0371	0.0833	0
d1a04a1	d4tvma_	0.130269	67	5.729416	8	0.738838	57	3.70	0.035	0.12405	7.06	67	380	1	40	4.20	53	3.20	11.22	91.36	56	3	0.0810	0.1395	0
d1a04a1	d3h7fa1	0.113498	61	4.883007	10	0.696233	48	4.46	0.042	0.09145	7.31	67	411	1	40	1.86	45	2.50	10.90	76.35	56	11	0.0624	0.1095	0
d1a0pa1	d2vl8a_	0.111619	81	5.589321	9	0.661125	82	4.40	0.110	0.12422	8.20	91	539	2	80	2.78	81	1.83	12.34	168.41	95	14	0.1047	0.1503	0
d1a0pa1	d1xwma_	0.248553	84	6.157084	16	0.579046	63	3.99	0.048	0.22699	5.42	91	212	1	64	2.73	81	3.08	12.72	167.42	144	63	0.2683	0.3821	0
d1a0pa1	d2kyha1	0.299158	85	11.834681	8	0.470106	60	4.42	0.083	0.28749	4.45	91	143	2	72	2.11	85	2.47	12.39	166.13	106	21	0.4072	0.5944	0
d1a0pa1	d2wbia2	0.312373	81	5.805242	15	0.549227	69	4.29	0.072	0.30095	4.71	91	160	1	72	3.93	57	2.80	10.41	165.20	87	30	0.3623	0.3563	0
d1a0pa1	d2bvla1	0.111736	91	7.556423	6	0.665504	79	4.12	0.051	0.12137	8.22	91	542	2	80	3.74	81	2.07	10.41	164.50	99	18	0.1023	0.1494	0
d1a0pa1	d2qk7a_	0.167661	76	8.025279	16	0.477189	59	4.57	0.102	0.15959	5.95	91	259	0	16	2.53	19	3.77	2.53	23.66	19	0	0.0308	0.0734	0
d1a0pa1	d6t1qa_	0.245919	79	6.728432	16	0.464814	63	4.54	0.048	0.23717	4.89	91	172	1	24	3.37	47	4.63	11.48	27.35	65	18	0.0543	0.2733	0
d1a0pa1	d2ckxa1	0.379019	53	4.463009	15	0.415551	55	3.76	0.073	0.37100	3.26	91	83	2	56	1.88	58	2.17	9.13	99.52	93	35	0.4147	0.6988	0
d1a0pa1	d1rxwa1	0.300417	59	10.685342	4	0.333430	50	4.34	0.060	0.27984	3.67	91	101	2	56	2.89	66	1.97	21.70	73.74	102	36	0.2560	0.6535	0
d1a0pa1	d4j0ea1	0.268306	80	5.078095	14	0.583788	70	3.78	0.029	0.26246	5.24	91	198	3	72	4.91	83	2.19	14.73	119.12	132	49	0.2068	0.4192	0
d1a1xa_	d2b5la1	0.166070	97	10.622319	14	0.534243	70	4.67	0.086	0.15045	6.73	106	341	1	64	2.50	83	3.64	10.57	116.34	119	36	0.1154	0.2434	0
d1a1xa_	d1ri6a1	0.165427	98	13.842846	10	0.515010	68	4.16	0.029	0.15821	6.64	106	330	1	64	1.85	80	2.97	13.02	113.89	150	70	0.1157	0.2424	0
d1a1xa_	d1s0ka3	0.156168	102	6.871650	17	0.587840	63	4.08	0.032	0.12562	7.21	106	399	1	56	2.38	72	3.10	5.96	110.69	123	51	0.0941	0.1805	0
d1a1xa_	d3qdsa_	0.308716	93	12.131847	13	0.413563	68	4.46	0.059	0.28708	4.43	106	142	1	64	3.22	71	3.14	11.03	110.13	132	61	0.2699	0.5000	0
d1a1xa_	d6q4wa_	0.180313	94	8.335487	11	0.529033	61	3.92	0.016	0.15340	6.46	106	311	2	56	3.50	72	2.46	13.52	109.50	100	28	0.1201	0.2315	0
d1a1xa_	d3q0ia2	0.295527	74	11.230165	15	0.298315	55	4.76	0.182	0.27165	3.80	106	107	1	40	2.51	53	3.67	9.75	49.95	101	48	0.1601	0.4953	0
d1a1xa_	d2fgoa_	0.239137	67	9.901108	10	0.312944	49	4.65	0.102	0.30226	3.21	106	81	0	16	2.16	27	3.18	2.16	30.31	43	16	0.1263	0.3333	0
d1a1xa_	d1qgua_	0.134453	105	9.407583	16	0.606307	75	4.66	0.067	0.12152	7.79	106	478	0	16	1.88	28	3.31	1.88	34.06	97	69	0.0241	0.0586	0
d1a1xa_	d1zata2	0.254569	63	8.770767	12	0.292995	51	4.66	0.020	0.23516	4.09	106	122	1	32	1.88	37	2.76	10.23	47.13	72	35	0.1309	0.3033	0
d1a1xa_	d2dhga1	0.318764	83	12.329074	8	0.371308	54	3.91	0.093	0.36229	3.45	106	91	1	32	2.02	40	2.73	6.38	48.32	100	60	0.1830	0.4396	0
d1a6db3	d1we3a3	0.646829	84	1.892972	7	0.804775	84	1.87	0.214	0.80463	3.33	107	86	0	72	2.11	85	1.99	2.11	176.37	105	20	0.7349	0.9884	1
d1a6db3	d1ioka3	0.648071	87	2.287390	7	0.714882	88	2.36	0.216	0.71461	3.59	107	97	0	80	3.20	88	2.41	3.20	173.58	115	27	0.6027	0.9072	1
d1a6db3	d1sjpa3	0.666642	88	2.311873	6	0.801469	88	2.26	0.216	0.80110	3.41	107	89	0	72	1.85	88	2.27	1.85	171.79	108	20	0.6507	0.9888	1
d1a6db3	d1kp8a3	0.652190	87	2.298829	12	0.719426	88	2.41	0.227	0.71648	3.59	107	97	0	80	3.12	88	2.45	3.12	165.15	115	27	0.5734	0.9072	1
d1a6db3	d3b3ha_	0.291666	76	5.755320	14	0.438862	56	3.37	0.107	0.25957	4.73	107	161	2	72	2.16	75	2.12	10.77	168.21	105	30	0.3504	0.4658	0
d1a6db3	d5zura_	0.278684	67	7.600893	17	0.401096	60	3.96	0.133	0.27513	4.62	107	154	2	72	2.03	81	2.70	10.39	165.79	105	24	0.3636	0.5260	0
d1a6db3	d3uoia_	0.268055	67	7.493251	18	0.398325	55	3.17	0.109	0.26221	4.70	107	159	2	72	1.97	81	2.70	11.09	164.71	105	24	0.3612	0.5094	0
d1a6db3	d3fvba1	0.297666	74	5.363739	14	0.442326	60	4.10	0.133	0.26826	4.70	107	159	2	72	2.08	80	2.56	10.09	164.53	105	25	0.3608	0.5031	0
d1a6db3	d5xx9a_	0.291727	77	5.996342	10	0.441680	60	4.21	0.083	0.26160	4.74	107	162	2	72	2.05	80	2.59	10.17	163.61	105	25	0.3409	0.4938	0
d1a6db3	d2cbna1	0.182387	103	10.942384	13	0.519889	47	2.60	0.064	0.13566	6.41	107	305	2	56	2.41	60	2.25	13.51	80.73	200	140	0.0885	0.1967	0
d1a6db3	d5xyja2	0.355859	71	4.294925	12	0.412397	67	3.76	0.060	0.34981	4.12	107	124	2	56	1.63	78	2.99	10.62	83.85	109	31	0.2329	0.6290	0
d1a6db3	d4lgna1	0.146136	98	6.708862	21	0.565423	62	4.72	0.048	0.11352	7.33	107	414	1	32	1.65	53	3.25	7.61	49.58	168	115	0.0405	0.1280	0
d1a6db3	d4m7wa_	0.217065	93	9.827410	22	0.466589	62	4.48	0.097	0.18748	5.63	107	230	2	48	1.01	45	1.02	6.38	88.19	113	68	0.1312	0.1957	0
d1a6db3	d3d31a1	0.286443	77	7.075417	20	0.318567	63	5.04	0.143	0.26782	4.03	107	119	1	32	2.02	37	2.36	11.60	45.34	102	65	0.1349	0.3109	0
d1a77a1	d4wa8a2	0.776795	108	2.210059	5	0.870299	108	2.02	0.417	0.77637	4.07	108	121	0	96	1.42	108	2.06	1.42	260.36	118	10	0.7232	0.8926	1
d1a77a1	d3orya2	0.745166	107	2.486659	5	0.793464	107	2.27	0.393	0.74268	3.96	108	115	0	88	1.91	108	2.56	1.91	256.34	114	6	0.7629	0.9391	1
d1a77a1	d7c0ya1	0.117491	87	12.866136	17	0.428626	72	4.76	0.083	0.13865	7.17	108	394	2	72	2.52	88	2.81	9.97	140.31	107	19	0.1193	0.2234	0
d1a77a1	d5vkwa_	0.139642	99	6.333810	15	0.607703	84	5.16	0.048	0.13270	7.74	108	470	2	64	1.79	83	2.53	13.66	135.46	110	27	0.0973	0.1766	0
d1a77a1	d2a65a1	0.143584	106	7.331210	12	0.674048	81	5.06	0.086	0.12161	7.99	108	507	3	88	3.31	90	1.83	14.26	135.32	151	61	0.0895	0.1775	0
d1a77a1	d4ryaa_	0.139661	101	8.739241	17	0.539248	75	5.18	0.067	0.13263	7.35	108	417	3	88	3.88	102	2.49	10.83	133.10	126	24	0.1067	0.2446	0
d1a77a1	d5v4la_	0.148976	108	7.802806	13	0.630390	82	4.78	0.049	0.13755	7.65	108	457	2	72	2.96	94	2.54	12.83	133.05	161	67	0.0973	0.2057	0
d1a77a1	d6l55a_	0.238330	82	9.199265	13	0.372943	55	4.46	0.073	0.20896	4.85	108	169	3	72	3.12	79	2.59	20.15	94.43	125	46	0.1874	0.4675	0
d1a77a1	d7n67a1	0.209621	56	7.852241	14	0.254263	46	4.46	0.065	0.20463	4.25	108	131	0	16	2.74	19	3.37	2.74	26.84	21	2	0.0699	0.1450	0
d1a77a1	d1hs5a_	0.162512	32	4.935170	5	0.516216	26	2.34	0.077	0.46316	1.51	108	34	0	24	2.37	28	3.11	2.37	54.44	28	0	0.5671	0.8235	0
d1a77a1	d1vqqa1	0.262077	57	12.524380	12	0.271783	35	2.51	0.057	0.25202	3.90	108	112	2	48	2.70	53	2.57	12.90	62.00	72	19	0.1987	0.4732	0
d1a77a1	d3iwza1	0.245534	53	5.851415	12	0.311464	48	3.67	0.083	0.24194	4.35	108	137	1	40	2.91	35	1.16	5.10	77.03	40	5	0.1888	0.2555	0
d1abrb1	d1upsa2	0.710871	117	2.417601	15	0.759709	118	2.43	0.127	0.75911	4.25	140	131	0	88	1.48	118	2.43	1.48	200.67	138	20	0.5226	0.9008	1
d1abrb1	d1ybia1	0.737966	117	2.021763	16	0.748508	117	1.99	0.197	0.73795	4.43	140	142	0	88	1.28	117	2.02	1.28	222.80	149	32	0.5461	0.8239	1
d1abrb1	d5muaa1	0.754025	119	2.819230	13	0.805828	116	1.63	0.164	0.80363	4.25	140	131	0	96	1.49	116	1.70	1.49	232.78	141	25	0.6062	0.8855	1
d1abrb1	d4ouja1	0.744292	118	1.875273	16	0.760241	118	1.86	0.178	0.74421	4.45	140	143	0	88	1.18	118	1.96	1.18	233.23	148	30	0.5716	0.8252	1
d1abrb1	d1ybia2	0.772615	122	2.059866	15	0.783653	122	2.04	0.197	0.77255	4.43	140	142	0	96	1.36	122	2.09	1.36	244.66	147	25	0.5997	0.8592	1
d1abrb1	d1dqga_	0.728205	120	2.617642	9	0.760811	119	2.35	0.176	0.75976	4.30	140	134	0	96	1.46	120	2.59	1.46	246.84	132	12	0.6428	0.8955	1
d1abrb1	d4hr6c2	0.779382	124	2.176127	10	0.832927	124	2.17	0.234	0.83271	4.25	140	131	0	96	1.14	124	2.24	1.14	262.12	138	14	0.6826	0.9466	1
d1abrb1	d4za3b1	0.853882	130	1.789313	4	0.912545	131	1.83	0.405	0.91132	4.25	140	131	0	112	0.92	131	1.83	0.92	325.27	134	3	0.8471	1.0000	1
d1abrb1	d4za3b2	0.780320	124	2.195731	9	0.846858	124	2.16	0.218	0.84680	4.21	140	129	0	96	0.98	124	2.24	0.98	264.95	136	12	0.6900	0.9612	1
d1abrb1	d2d1za2	0.763144	112	1.069607	4	0.929045	112	1.06	0.259	0.92904	3.96	140	115	0	104	1.32	111	0.84	1.32	280.44	119	8	0.8346	0.9652	1
d1abrb1	d3mala_	0.601978	127	3.087895	13	0.778272	124	2.40	0.097	0.59961	5.01	140	181	0	88	1.30	125	2.59	1.30	222.45	175	50	0.4213	0.6906	0
d1abrb1	d5hn1a_	0.629963	128	4.414005	14	0.706459	122	3.02	0.074	0.62553	4.67	140	157	0	96	3.59	122	3.04	3.59	217.71	158	36	0.4774	0.7771	0
d1abrb1	d3o3qa_	0.687172	110	1.739418	17	0.782146	110	1.73	0.109	0.78222	4.11	140	123	0	88	1.48	110	1.85	1.48	216.62	138	28	0.6017	0.8943	0
d1abrb1	d1t9fa1	0.619421	129	3.485270	13	0.778701	124	2.39	0.097	0.61548	4.95	140	176	0	88	1.20	128	3.04	1.20	216.11	175	47	0.4288	0.7273	0
d1abrb1	d6sxta2	0.648044	123	4.735689	18	0.745251	117	2.14	0.085	0.64547	4.73	140	161	0	88	1.27	117	2.30	1.27	213.00	166	49	0.4437	0.7267	0
d1abrb1	d3imka1	0.284882	106	15.052032	28	0.313370	78	5.24	0.038	0.26923	4.62	140	154	0	16	3.53	27	3.34	3.53	30.52	106	79	0.0669	0.1753	0
d1abrb1	d1gvha1	0.279656	101	11.437087	20	0.291641	68	5.28	0.044	0.25189	4.50	140	146	0	16	3.34	30	3.80	3.34	26.73	88	58	0.0619	0.2055	0
d1abrb1	d1ysra_	0.260465	61	5.117246	18	0.266168	72	5.34	0.056	0.27734	4.35	140	137	1	32	1.60	48	3.22	10.18	45.47	133	85	0.1114	0.3504	0
d1abrb1	d1oh0a_	0.273081	74	10.172808	21	0.305851	81	5.19	0.049	0.32648	4.14	140	125	2	48	5.18	47	1.65	11.35	44.37	76	29	0.1232	0.3760	0
d1abrb1	d3e9na_	0.283412	112	7.861211	26	0.382606	98	5.86	0.112	0.27536	5.12	140	189	0	16	3.30	21	3.23	3.30	30.80	78	57	0.0558	0.1111	0
d1abva_	d2jafa_	0.243675	101	8.140345	18	0.561613	80	4.48	0.037	0.23196	5.76	105	242	2	88	2.81	99	2.63	14.24	196.31	110	11	0.2727	0.4091	0
d1abva_	d3qbga_	0.232909	103	8.547175	17	0.578945	71	4.20	0.042	0.20057	5.97	105	261	2	88	2.79	99	2.67	14.17	195.68	110	11	0.2548	0.3793	0
d1abva_	d3txna1	0.174688	87	10.800531	19	0.474152	55	3.75	0.109	0.15251	6.21	105	285	3	88	1.87	95	2.58	15.88	193.85	124	29	0.2308	0.3333	0
d1abva_	d1hz4a_	0.154261	102	12.492745	24	0.537711	57	3.96	0.070	0.12477	6.95	105	366	4	96	1.52	99	1.48	16.23	191.63	124	25	0.1774	0.2705	0
d1abva_	d4cr2q1	0.128649	100	14.635452	8	0.409225	59	3.84	0.085	0.14238	6.67	105	334	4	96	2.19	101	2.04	15.09	188.58	143	42	0.1916	0.3024	0
d1abva_	d2fc3a1	0.315103	65	5.557014	12	0.372121	66	4.55	0.091	0.31579	4.12	105	124	3	64	2.54	71	1.47	12.56	99.77	136	65	0.2771	0.5726	0
d1abva_	d2p81a_	0.184912	41	5.109729	7	0.441268	37	2.46	0.027	0.48273	2.01	105	44	0	32	3.81	41	3.27	3.81	80.98	64	23	0.6748	0.9318	0
d1abva_	d1l1oc_	0.249058	68	4.810400	17	0.410353	65	4.24	0.062	0.24460	4.90	105	173	2	48	3.22	59	2.86	13.45	72.87	100	41	0.1446	0.3410	0
d1abva_	d1r4va_	0.280207	91	10.225275	20	0.386952	59	4.49	0.102	0.25302	4.48	105	145	2	72	3.03	77	3.01	8.89	108.93	135	58	0.2522	0.5310	0
d1abva_	d2akla2	0.101564	34	7.714472	10	0.280637	23	3.27	0.043	0.26189	1.73	105	38	0	8	0.95	8	0.95	0.95	22.65	8	0	0.2359	0.2105	0
d1af7a1	d6ovba1	0.201006	81	10.207197	11	0.558351	50	3.85	0.040	0.16533	5.57	81	225	2	64	3.86	74	3.00	12.29	137.76	81	7	0.2050	0.3289	0
d1af7a1	d1ciya3	0.171913	65	7.774326	12	0.473292	51	3.55	0.098	0.17784	5.55	81	223	1	64	4.41	68	3.84	11.96	137.12	73	5	0.2116	0.3049	0
d1af7a1	d1ihga1	0.194710	73	11.628565	7	0.406246	37	3.30	0.108	0.17033	4.85	81	169	2	64	4.31	70	2.75	11.14	133.58	78	8	0.2650	0.4142	0
d1af7a1	d6wpca1	0.163065	81	14.947907	15	0.450946	50	3.99	0.040	0.16403	5.56	81	224	1	64	4.63	67	3.78	12.25	132.55	72	5	0.2046	0.2991	0
d1af7a1	d1iyga1	0.240797	56	9.626200	9	0.356736	44	3.95	0.136	0.23522	4.05	81	120	2	64	3.25	70	2.30	11.62	131.02	74	4	0.3899	0.5833	0
d1af7a1	d2xnja1	0.265768	58	10.296819	14	0.354358	45	3.93	0.089	0.25311	3.82	81	108	1	24	5.71	26	1.70	6.20	44.18	67	41	0.1416	0.2407	0
d1af7a1	d2w7wa1	0.369769	65	12.442404	6	0.374334	51	4.26	0.039	0.34113	3.24	81	82	1	40	2.50	57	3.05	5.50	71.01	82	25	0.2959	0.6951	0
d1af7a1	d1hn6a_	0.249772	60	15.567250	16	0.339196	47	4.49	0.085	0.24218	3.86	81	110	0	16	2.40	18	3.60	2.40	25.90	20	2	0.0830	0.1636	0
d1af7a1	d4ww2b1	0.238669	64	10.909680	10	0.335904	50	4.37	0.040	0.25599	3.94	81	114	0	16	3.51	30	3.34	3.51	27.19	87	57	0.0809	0.2632	0
d1af7a1	d2khja1	0.306042	52	5.353984	12	0.332490	50	4.25	0.020	0.29519	3.38	81	88	0	16	2.65	29	3.30	2.65	24.64	63	34	0.1027	0.3295	0
d1afpa_	d4cr2j3	0.504172	48	2.953295	7	0.603029	48	2.80	0.125	0.50480	2.64	51	61	0	40	3.43	51	3.19	3.43	76.91	53	2	0.4578	0.8361	0
d1afpa_	d4cr2k3	0.450331	49	3.814733	6	0.547461	48	2.98	0.021	0.45151	2.67	51	62	0	40	3.69	49	3.02	3.69	74.95	54	5	0.4461	0.7903	0
d1afpa_	d5b2ha2	0.197257	41	5.202647	11	0.529886	36	3.77	0.028	0.17653	4.35	51	137	2	48	3.91	49	3.05	9.37	73.98	70	21	0.1813	0.3577	0
d1afpa_	d4cr2i3	0.423825	48	3.438441	8	0.506928	51	3.23	0.039	0.44536	2.64	51	61	0	48	3.92	51	3.29	3.92	72.85	54	3	0.4336	0.8361	0
d1afpa_	d3sjld_	0.104775	50	4.313670	6	0.772456	42	3.23	0.024	0.09465	7.03	51	376	1	40	2.07	51	2.83	10.62	70.27	70	19	0.0637	0.1356	0
d1afpa_	d1w15a_	0.249853	47	3.383113	8	0.646680	46	3.67	0.087	0.22936	4.26	51	132	1	32	2.27	39	2.81	4.72	53.21	77	38	0.1386	0.2955	0
d1afpa_	d4yipa1	0.209815	39	7.673057	8	0.366148	26	3.47	0.000	0.18228	3.41	51	89	0	8	1.10	15	2.89	1.10	22.19	32	17	0.0841	0.1685	0
d1afpa_	d1mpra_	0.091227	51	4.638949	6	0.753069	36	4.26	0.028	0.06878	7.38	51	421	0	24	2.43	28	3.02	2.43	47.94	43	15	0.0384	0.0665	0
d1afpa_	d5ysca_	0.125894	51	8.092976	14	0.629469	39	3.72	0.051	0.11675	5.91	51	255	1	32	2.66	37	3.73	5.83	32.93	59	22	0.0443	0.1451	0
d1afpa_	d1ckma1	0.360255	47	4.895141	8	0.628681	40	2.15	0.125	0.35426	3.41	51	89	1	40	3.76	42	2.62	8.44	52.48	51	9	0.1988	0.4719	0
d1agxa_	d1wlsa_	0.816882	301	2.600971	24	0.855658	301	2.60	0.233	0.85567	6.51	331	316	0	248	2.11	303	2.76	2.11	607.92	335	32	0.6495	0.9589	1
d1agxa_	d5ot0a_	0.852547	311	2.615180	20	0.860345	309	2.40	0.249	0.85912	6.62	331	328	0	272	1.93	311	2.64	1.93	667.87	339	28	0.6957	0.9482	1
d1agxa_	d4q0ma1	0.846754	311	2.575341	19	0.859741	311	2.57	0.232	0.85958	6.60	331	326	0	272	2.00	311	2.61	2.00	678.38	338	27	0.7066	0.9540	1
d1agxa_	d7cbra_	0.891984	314	1.975373	12	0.919772	314	1.91	0.299	0.91829	6.56	331	321	0	288	1.69	313	1.86	1.69	769.83	334	21	0.8019	0.9751	1
d1agxa_	d2wlta_	0.957094	325	1.108859	6	0.971773	325	1.11	0.434	0.97177	6.60	331	326	0	312	1.11	325	1.11	1.11	890.56	332	7	0.9277	0.9969	1
d1agxa_	d1rbla1	0.310146	185	8.785611	25	0.312983	135	5.09	0.037	0.29740	6.62	331	328	5	192	8.08	218	4.27	18.53	254.90	372	154	0.2655	0.6646	0
d1agxa_	d5iu0a2	0.301289	191	13.117167	28	0.306851	160	6.85	0.069	0.27815	6.59	331	325	5	192	7.12	227	3.08	18.73	254.54	349	122	0.2651	0.6985	0
d1agxa_	d1wdda1	0.301358	185	8.538854	31	0.307869	162	6.56	0.080	0.29556	6.58	331	324	5	192	8.16	215	4.36	18.54	253.28	356	141	0.2638	0.6636	0
d1agxa_	d1bura4	0.312456	185	8.143833	19	0.316278	134	5.02	0.075	0.29691	6.61	331	327	5	192	7.14	231	3.41	18.77	249.06	349	118	0.2594	0.7064	0
d1agxa_	d6uraa2	0.301535	185	11.005864	39	0.320926	135	5.38	0.044	0.30031	6.46	331	311	5	192	7.12	235	3.73	18.74	245.27	340	105	0.2689	0.7556	0
d1agxa_	d6ev2b1	0.112130	71	5.491182	15	0.350143	70	4.76	0.029	0.33849	3.78	331	106	2	48	3.51	69	3.90	11.37	45.74	113	44	0.1466	0.6509	0
d1agxa_	d4pj3a1	0.153085	122	9.095230	32	0.314728	84	5.16	0.095	0.29776	4.73	331	161	2	56	2.92	78	3.21	17.72	71.18	158	80	0.1483	0.4845	0
d1agxa_	d1n69a_	0.107985	59	3.971781	16	0.458244	62	3.37	0.048	0.48038	3.13	331	78	1	40	3.62	52	2.88	4.23	81.67	84	32	0.3781	0.6667	0
d1agxa_	d1jmu.1	0.194016	262	14.979969	30	0.375723	27	3.72	0.037	0.28001	1.45	331	641	5	184	8.23	214	4.43	30.85	145.45	522	308	0.0758	0.3339	0
d1agxa_	d7cohl_	0.055148	42	8.083487	9	0.414864	31	2.32	0.097	0.39818	2.01	331	44	1	32	7.80	36	4.51	8.93	52.18	59	23	0.4348	0.8182	0
d1aisb1	d2eufa2	0.685542	97	6.270270	7	0.741505	91	2.29	0.132	0.68357	3.78	98	106	0	72	2.23	91	2.45	2.23	156.96	100	9	0.5031	0.8585	1
d1aisb1	d3ddqb2	0.620101	94	2.479690	5	0.778290	95	2.55	0.105	0.61928	4.11	98	123	0	80	2.47	95	2.55	2.47	167.39	122	27	0.4650	0.7724	1
d1aisb1	d4eojb2	0.618360	93	2.356010	5	0.776104	94	2.42	0.085	0.61784	4.11	98	123	0	80	2.44	95	2.58	2.44	168.87	122	27	0.4691	0.7724	1
d1aisb1	d4ii5b2	0.625122	93	2.404781	6	0.771835	94	2.46	0.106	0.62472	4.07	98	121	0	72	1.96	95	2.65	1.96	170.37	121	26	0.4733	0.7851	1
d1aisb1	d1f5qb2	0.622747	92	6.952390	10	0.673584	86	2.52	0.093	0.61948	3.78	98	106	0	80	2.89	89	3.11	2.89	171.78	95	6	0.5506	0.8396	1
d1aisb1	d7b5oi2	0.564662	93	6.870699	7	0.708708	91	2.70	0.033	0.55775	4.11	98	123	0	88	3.41	90	2.58	3.41	184.33	100	10	0.5120	0.7317	1
d1aisb1	d4yoza1	0.410564	98	2.467546	8	0.854643	98	2.45	0.153	0.41052	5.32	98	204	0	80	2.33	98	2.58	2.33	201.51	128	30	0.3358	0.4804	1
